"Phase","FLDNAME","TBLNAME","CRFNAME","TEXT","TYPE","LENGTH","CODE","UNITS"
"ADNI1","ST11SD","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Standard Deviation of Mean CBF value for FreeSurfer ROI: Left-Accumbens-area","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST11CT","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Count of CBF voxels in FreeSurfer ROI: Left-Accumbens-area","N","10","-4",""
"ADNI1","ST12MIN","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Min CBF value for FreeSurfer ROI: Left-Amygdala","N","10","-4","ml / 100g tissue / min"
"ADNI1","ST12MAX","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Max CBF value for FreeSurfer ROI: Left-Amygdala","N","10","-4","ml / 100g tissue / min"
"ADNI1","ST12MD","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Median CBF value for FreeSurfer ROI: Left-Amygdala","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST12AVG","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Mean CBF value for FreeSurfer ROI: Left-Amygdala","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST12SD","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Standard Deviation of Mean CBF value for FreeSurfer ROI: Left-Amygdala","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST12CT","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Count of CBF voxels in FreeSurfer ROI: Left-Amygdala","N","10","-4",""
"ADNI1","ST13MIN","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Min CBF value for FreeSurfer ROI: ctx-lh-bankssts","N","10","-4","ml / 100g tissue / min"
"ADNI1","ST13MAX","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Max CBF value for FreeSurfer ROI: ctx-lh-bankssts","N","10","-4","ml / 100g tissue / min"
"ADNI1","ST13MD","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Median CBF value for FreeSurfer ROI: ctx-lh-bankssts","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST13AVG","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Mean CBF value for FreeSurfer ROI: ctx-lh-bankssts","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST13SD","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Standard Deviation of Mean CBF value for FreeSurfer ROI: ctx-lh-bankssts","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST13CT","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Count of CBF voxels in FreeSurfer ROI: ctx-lh-bankssts","N","10","-4",""
"ADNI1","ST14MIN","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Min CBF value for FreeSurfer ROI: ctx-lh-caudalanteriorcingulate","N","10","-4","ml / 100g tissue / min"
"ADNI1","ST14MAX","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Max CBF value for FreeSurfer ROI: ctx-lh-caudalanteriorcingulate","N","10","-4","ml / 100g tissue / min"
"ADNI1","ST14MD","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Median CBF value for FreeSurfer ROI: ctx-lh-caudalanteriorcingulate","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST14AVG","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Mean CBF value for FreeSurfer ROI: ctx-lh-caudalanteriorcingulate","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST14SD","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Standard Deviation of Mean CBF value for FreeSurfer ROI: ctx-lh-caudalanteriorcingulate","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST14CT","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Count of CBF voxels in FreeSurfer ROI: ctx-lh-caudalanteriorcingulate","N","10","-4",""
"ADNI1","ST15MIN","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Min CBF value for FreeSurfer ROI: ctx-lh-caudalmiddlefrontal","N","10","-4","ml / 100g tissue / min"
"ADNI1","ST15MAX","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Max CBF value for FreeSurfer ROI: ctx-lh-caudalmiddlefrontal","N","10","-4","ml / 100g tissue / min"
"ADNI1","ST15MD","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Median CBF value for FreeSurfer ROI: ctx-lh-caudalmiddlefrontal","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST15AVG","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Mean CBF value for FreeSurfer ROI: ctx-lh-caudalmiddlefrontal","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST15SD","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Standard Deviation of Mean CBF value for FreeSurfer ROI: ctx-lh-caudalmiddlefrontal","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST15CT","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Count of CBF voxels in FreeSurfer ROI: ctx-lh-caudalmiddlefrontal","N","10","-4",""
"ADNI1","ST16MIN","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Min CBF value for FreeSurfer ROI: Left-Caudate","N","10","-4","ml / 100g tissue / min"
"ADNI1","ST16MAX","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Max CBF value for FreeSurfer ROI: Left-Caudate","N","10","-4","ml / 100g tissue / min"
"ADNI1","ST16MD","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Median CBF value for FreeSurfer ROI: Left-Caudate","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST16AVG","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Mean CBF value for FreeSurfer ROI: Left-Caudate","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST16SD","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Standard Deviation of Mean CBF value for FreeSurfer ROI: Left-Caudate","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST16CT","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Count of CBF voxels in FreeSurfer ROI: Left-Caudate","N","10","-4",""
"ADNI1","ST17MIN","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Min CBF value for FreeSurfer ROI: Left-Cerebellum-Cortex","N","10","-4","ml / 100g tissue / min"
"ADNI1","ST17MAX","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Max CBF value for FreeSurfer ROI: Left-Cerebellum-Cortex","N","10","-4","ml / 100g tissue / min"
"ADNI1","ST17MD","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Median CBF value for FreeSurfer ROI: Left-Cerebellum-Cortex","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST17AVG","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Mean CBF value for FreeSurfer ROI: Left-Cerebellum-Cortex","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST17SD","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Standard Deviation of Mean CBF value for FreeSurfer ROI: Left-Cerebellum-Cortex","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST17CT","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Count of CBF voxels in FreeSurfer ROI: Left-Cerebellum-Cortex","N","10","-4",""
"ADNI1","ST18MIN","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Min CBF value for FreeSurfer ROI: Left-Cerebellum-White-Matter","N","10","-4","ml / 100g tissue / min"
"ADNI1","ST18MAX","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Max CBF value for FreeSurfer ROI: Left-Cerebellum-White-Matter","N","10","-4","ml / 100g tissue / min"
"ADNI1","ST18MD","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Median CBF value for FreeSurfer ROI: Left-Cerebellum-White-Matter","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST18AVG","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Mean CBF value for FreeSurfer ROI: Left-Cerebellum-White-Matter","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST18SD","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Standard Deviation of Mean CBF value for FreeSurfer ROI: Left-Cerebellum-White-Matter","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST18CT","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Count of CBF voxels in FreeSurfer ROI: Left-Cerebellum-White-Matter","N","10","-4",""
"ADNI1","ST20MIN","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Min CBF value for FreeSurfer ROI: Left-Cerebral-White-Matter","N","10","-4","ml / 100g tissue / min"
"ADNI1","ST20MAX","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Max CBF value for FreeSurfer ROI: Left-Cerebral-White-Matter","N","10","-4","ml / 100g tissue / min"
"ADNI1","ST20MD","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Median CBF value for FreeSurfer ROI: Left-Cerebral-White-Matter","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST20AVG","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Mean CBF value for FreeSurfer ROI: Left-Cerebral-White-Matter","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST20SD","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Standard Deviation of Mean CBF value for FreeSurfer ROI: Left-Cerebral-White-Matter","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST20CT","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Count of CBF voxels in FreeSurfer ROI: Left-Cerebral-White-Matter","N","10","-4",""
"ADNI1","ST21MIN","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Min CBF value for FreeSurfer ROI: Left-choroid-plexus","N","10","-4","ml / 100g tissue / min"
"ADNI1","ST21MAX","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Max CBF value for FreeSurfer ROI: Left-choroid-plexus","N","10","-4","ml / 100g tissue / min"
"ADNI1","ST21MD","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Median CBF value for FreeSurfer ROI: Left-choroid-plexus","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST21AVG","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Mean CBF value for FreeSurfer ROI: Left-choroid-plexus","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST21SD","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Standard Deviation of Mean CBF value for FreeSurfer ROI: Left-choroid-plexus","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST21CT","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Count of CBF voxels in FreeSurfer ROI: Left-choroid-plexus","N","10","-4",""
"ADNI1","ST22MIN","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Min CBF value for FreeSurfer ROI: ctx-lh-corpuscallosum","N","10","-4","ml / 100g tissue / min"
"ADNI1","ST22MAX","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Max CBF value for FreeSurfer ROI: ctx-lh-corpuscallosum","N","10","-4","ml / 100g tissue / min"
"ADNI1","ST22MD","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Median CBF value for FreeSurfer ROI: ctx-lh-corpuscallosum","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST22AVG","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Mean CBF value for FreeSurfer ROI: ctx-lh-corpuscallosum","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST22SD","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Standard Deviation of Mean CBF value for FreeSurfer ROI: ctx-lh-corpuscallosum","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST22CT","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Count of CBF voxels in FreeSurfer ROI: ctx-lh-corpuscallosum","N","10","-4",""
"ADNI1","ST23MIN","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Min CBF value for FreeSurfer ROI: ctx-lh-cuneus","N","10","-4","ml / 100g tissue / min"
"ADNI1","ST23MAX","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Max CBF value for FreeSurfer ROI: ctx-lh-cuneus","N","10","-4","ml / 100g tissue / min"
"ADNI1","ST23MD","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Median CBF value for FreeSurfer ROI: ctx-lh-cuneus","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST23AVG","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Mean CBF value for FreeSurfer ROI: ctx-lh-cuneus","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST23SD","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Standard Deviation of Mean CBF value for FreeSurfer ROI: ctx-lh-cuneus","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST23CT","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Count of CBF voxels in FreeSurfer ROI: ctx-lh-cuneus","N","10","-4",""
"ADNI1","ST24MIN","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Min CBF value for FreeSurfer ROI: ctx-lh-entorhinal","N","10","-4","ml / 100g tissue / min"
"ADNI1","ST24MAX","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Max CBF value for FreeSurfer ROI: ctx-lh-entorhinal","N","10","-4","ml / 100g tissue / min"
"ADNI1","ST24MD","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Median CBF value for FreeSurfer ROI: ctx-lh-entorhinal","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST24AVG","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Mean CBF value for FreeSurfer ROI: ctx-lh-entorhinal","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST24SD","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Standard Deviation of Mean CBF value for FreeSurfer ROI: ctx-lh-entorhinal","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST24CT","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Count of CBF voxels in FreeSurfer ROI: ctx-lh-entorhinal","N","10","-4",""
"ADNI1","ST25MIN","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Min CBF value for FreeSurfer ROI: ctx-lh-frontalpole","N","10","-4","ml / 100g tissue / min"
"ADNI1","ST25MAX","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Max CBF value for FreeSurfer ROI: ctx-lh-frontalpole","N","10","-4","ml / 100g tissue / min"
"ADNI1","ST25MD","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Median CBF value for FreeSurfer ROI: ctx-lh-frontalpole","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST25AVG","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Mean CBF value for FreeSurfer ROI: ctx-lh-frontalpole","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST25SD","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Standard Deviation of Mean CBF value for FreeSurfer ROI: ctx-lh-frontalpole","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST25CT","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Count of CBF voxels in FreeSurfer ROI: ctx-lh-frontalpole","N","10","-4",""
"ADNI1","ST26MIN","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Min CBF value for FreeSurfer ROI: ctx-lh-fusiform","N","10","-4","ml / 100g tissue / min"
"ADNI1","ST26MAX","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Max CBF value for FreeSurfer ROI: ctx-lh-fusiform","N","10","-4","ml / 100g tissue / min"
"ADNI1","ST26MD","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Median CBF value for FreeSurfer ROI: ctx-lh-fusiform","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST26AVG","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Mean CBF value for FreeSurfer ROI: ctx-lh-fusiform","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST26SD","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Standard Deviation of Mean CBF value for FreeSurfer ROI: ctx-lh-fusiform","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST26CT","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Count of CBF voxels in FreeSurfer ROI: ctx-lh-fusiform","N","10","-4",""
"ADNI1","ST29MIN","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Min CBF value for FreeSurfer ROI: Left-Hippocampus","N","10","-4","ml / 100g tissue / min"
"ADNI1","ST29MAX","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Max CBF value for FreeSurfer ROI: Left-Hippocampus","N","10","-4","ml / 100g tissue / min"
"ADNI1","ST29MD","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Median CBF value for FreeSurfer ROI: Left-Hippocampus","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST29AVG","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Mean CBF value for FreeSurfer ROI: Left-Hippocampus","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST29SD","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Standard Deviation of Mean CBF value for FreeSurfer ROI: Left-Hippocampus","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST29CT","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Count of CBF voxels in FreeSurfer ROI: Left-Hippocampus","N","10","-4",""
"ADNI1","ST30MIN","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Min CBF value for FreeSurfer ROI: Left-Inf-Lat-Vent","N","10","-4","ml / 100g tissue / min"
"ADNI1","ST30MAX","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Max CBF value for FreeSurfer ROI: Left-Inf-Lat-Vent","N","10","-4","ml / 100g tissue / min"
"ADNI1","ST30MD","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Median CBF value for FreeSurfer ROI: Left-Inf-Lat-Vent","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST30AVG","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Mean CBF value for FreeSurfer ROI: Left-Inf-Lat-Vent","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST30SD","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Standard Deviation of Mean CBF value for FreeSurfer ROI: Left-Inf-Lat-Vent","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST30CT","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Count of CBF voxels in FreeSurfer ROI: Left-Inf-Lat-Vent","N","10","-4",""
"ADNI1","ST31MIN","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Min CBF value for FreeSurfer ROI: ctx-lh-inferiorparietal","N","10","-4","ml / 100g tissue / min"
"ADNI1","ST31MAX","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Max CBF value for FreeSurfer ROI: ctx-lh-inferiorparietal","N","10","-4","ml / 100g tissue / min"
"ADNI1","ST31MD","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Median CBF value for FreeSurfer ROI: ctx-lh-inferiorparietal","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST31AVG","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Mean CBF value for FreeSurfer ROI: ctx-lh-inferiorparietal","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST31SD","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Standard Deviation of Mean CBF value for FreeSurfer ROI: ctx-lh-inferiorparietal","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST31CT","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Count of CBF voxels in FreeSurfer ROI: ctx-lh-inferiorparietal","N","10","-4",""
"ADNI1","ST32MIN","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Min CBF value for FreeSurfer ROI: ctx-lh-inferiortemporal","N","10","-4","ml / 100g tissue / min"
"ADNI1","ST32MAX","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Max CBF value for FreeSurfer ROI: ctx-lh-inferiortemporal","N","10","-4","ml / 100g tissue / min"
"ADNI1","ST32MD","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Median CBF value for FreeSurfer ROI: ctx-lh-inferiortemporal","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST32AVG","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Mean CBF value for FreeSurfer ROI: ctx-lh-inferiortemporal","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST32SD","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Standard Deviation of Mean CBF value for FreeSurfer ROI: ctx-lh-inferiortemporal","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST32CT","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Count of CBF voxels in FreeSurfer ROI: ctx-lh-inferiortemporal","N","10","-4",""
"ADNI1","ST34MIN","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Min CBF value for FreeSurfer ROI: ctx-lh-isthmuscingulate","N","10","-4","ml / 100g tissue / min"
"ADNI1","ST34MAX","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Max CBF value for FreeSurfer ROI: ctx-lh-isthmuscingulate","N","10","-4","ml / 100g tissue / min"
"ADNI1","ST34MD","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Median CBF value for FreeSurfer ROI: ctx-lh-isthmuscingulate","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST34AVG","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Mean CBF value for FreeSurfer ROI: ctx-lh-isthmuscingulate","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST34SD","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Standard Deviation of Mean CBF value for FreeSurfer ROI: ctx-lh-isthmuscingulate","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST34CT","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Count of CBF voxels in FreeSurfer ROI: ctx-lh-isthmuscingulate","N","10","-4",""
"ADNI1","ST35MIN","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Min CBF value for FreeSurfer ROI: ctx-lh-lateraloccipital","N","10","-4","ml / 100g tissue / min"
"ADNI1","ST35MAX","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Max CBF value for FreeSurfer ROI: ctx-lh-lateraloccipital","N","10","-4","ml / 100g tissue / min"
"ADNI1","ST35MD","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Median CBF value for FreeSurfer ROI: ctx-lh-lateraloccipital","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST35AVG","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Mean CBF value for FreeSurfer ROI: ctx-lh-lateraloccipital","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST35SD","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Standard Deviation of Mean CBF value for FreeSurfer ROI: ctx-lh-lateraloccipital","F","53","-4","ml / 100g tissue / min"
"ADNI1","ST35CT","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Count of CBF voxels in FreeSurfer ROI: ctx-lh-lateraloccipital","N","10","-4",""
"ADNI1","ST36MIN","UCSFASLFS","ASL Perfusion CBF by FreeSurfer ROI","Min CBF value for FreeSurfer ROI: ctx-lh-lateralorbitofrontal","N","10","-4","ml / 100g tissue / min"
